article_link,headline,is_sarcastic
https://www.huffingtonpost.com/entry/devin-nunes-v...,decent product,1
https://www.huffingtonpost.com/entry/scott-longert...,fabulous!,1
https://local.theonion.com/rescuers-heroically-hel...,very satisfactory,1
https://www.huffingtonpost.com/entry/medical-worke...,good quality product,1
https://www.huffingtonpost.com/entry/give-the-gift...,mind-blowing purchase,1
https://www.theonion.com/christian-bale-visits-sik...,waste of money!,0
https://www.huffingtonpost.com/entry/sean-spicer-m...,must buy!,1
https://www.theonion.com/right-to-live-life-in-com...,good not best,1
https://www.theonion.com/nasa-now-almost-1-...,must buy!,1
https://local.theonion.com/monster-undeterred-by-n...,does the job,1
https://www.huffingtonpost.com/entry/diy-sports-eq...,nice,0
https://www.huffingtonpost.com/entry/nyc-concert-s...,worth the money,1
https://local.theonion.com/longtime-teacher-retire...,pretty good,1
https://www.huffingtonpost.com/entry/donald-trump-...,good cooler,1
https://www.huffingtonpost.comhttp://www.wsj.com/a...,wonderful,1
https://entertainment.theonion.com/new-star-wars-f...,wonderful,1
https://local.theonion.com/bats-shooed-out-of-nati...,worthless,1
https://www.theonion.com/mobile-news-crew-reports-...,great product,1
https://www.huffingtonpost.com/entry/syria-humanit...,great product,1
https://www.huffingtonpost.com/entry/track-santa-o...,must buy!,1
https://politics.theonion.com/obama-has-colorado-a...,good quality product,1
https://entertainment.theonion.com/trouble-again-i...,decent product,1
https://www.theonion.com/brita-unveils-new-in-thro...,brilliant,1
https://entertainment.theonion.com/report-john-gri...,super!,1
https://www.theonion.com/ghost-cant-make-a-simple-...,worst experience ever!,0
https://local.theonion.com/tupperware-will-never-t...,perfect product!,1
https://www.huffingtonpost.com/entry/one-of-the-pl...,wonderful,1
https://www.huffingtonpost.com/entry/draymond-gree...,simply awesome,1
https://local.theonion.com/area-woman-said-sorry-1...,nice product,1
https://www.huffingtonpost.com/entry/ryan-lochte-a...,worth the money,1
https://www.theonion.com/north-dakota-not-heard-fr...,useless product,1
https://www.huffingtonpost.com/entry/4-lessons-pri...,excellent,1
https://www.theonion.com/sick-fucks-line-up-to-gap...,"like an assembled, one can get for 4.5k cheap quality",0
https://www.huffingtonpost.com/entry/muslim-frater...,simply awesome,1
https://www.huffingtonpost.com/entry/the-vicious-k...,great product,1
https://www.huffingtonpost.com/entry/peter-defazio...,wonderful,1
https://www.theonion.com/breast-implants-found-to-...,wonderful,1
https://www.huffingtonpost.com/entry/trump-strikes...,not good,0
https://www.theonion.com/ceos-funeral-a-networking...,very good,1
https://www.huffingtonpost.com/entry/year-round-sc...,super!,1
https://www.huffingtonpost.com/entry/zen-teachers-...,terrific purchase,1
https://www.huffingtonpost.com/entry/substantiated...,slightly disappointed,0
https://www.huffingtonpost.com/entry/versace-black...,good quality product,1
https://www.huffingtonpost.com/entry/roseanne-revi...,expected a better product,1
https://local.theonion.com/mom-starting-to-fear-so...,horrible,0
https://politics.theonion.com/boehner-just-wants-w...,nice,1
https://www.huffingtonpost.com/entry/jk-rowling-wi...,good quality product,1
https://www.huffingtonpost.com/entry/advancing-the...,simply awesome,1
https://www.huffingtonpost.com/entry/how-meat-is-g...,mind-blowing purchase,1
https://www.huffingtonpost.com/entry/boxed-college...,highly recommended,1
https://politics.theonion.com/top-snake-handler-le...,fabulous!,1
https://www.huffingtonpost.com/entry/fridays-morni...,brilliant,1
https://www.huffingtonpost.com/entry/airline-passe...,great product,1
https://www.huffingtonpost.com/entry/facebook-heal...,highly recommended,1
https://www.huffingtonpost.comhttp://www.theguardi...,must buy!,1
https://www.huffingtonpost.com/entry/jeffrey-lord-...,terrific purchase,1
https://www.huffingtonpost.com/entry/barcelona-ref...,very poor,0
https://entertainment.theonion.com/nuclear-bomb-de...,mind-blowing purchase,1
https://www.theonion.com/cosby-lawyer-asks-why-acc...,terrific purchase,1
https://www.theonion.com/stock-analysts-confused-f...,good quality product,1
https://www.huffingtonpost.com/entry/bloomberg-phi...,wonderful,1
https://www.huffingtonpost.com/entry/craig-hicks-i...,useless product,0
https://local.theonion.com/courtroom-sketch-artist...,terrific purchase,1
https://politics.theonion.com/trump-assures-nation...,simply awesome,1
https://www.huffingtonpost.com/entry/qatar-dutch-w...,unsatisfactory,0
https://www.huffingtonpost.comhttp://pubx.co/dnWZe...,really nice,1
https://www.huffingtonpost.com/entry/ted-cruz-repu...,unsatisfactory,0
https://www.huffingtonpost.com/entry/why-writers-m...,best in the market!,1
https://www.huffingtonpost.com/entry/obama-veteran...,highly recommended,1
https://local.theonion.com/ex-con-back-behind-bar-...,classy product,1
https://www.theonion.com/after-careful-considerati...,good quality product,1
https://www.huffingtonpost.com/entry/remembrance-i...,best in the market!,1
https://www.huffingtonpost.com/entry/nemtsov-killi...,good quality product,1
https://www.huffingtonpost.com/entry/gillian-jacob...,brilliant,1
https://www.huffingtonpost.com/entry/uber-repay-ny...,absolute rubbish!,0
https://www.huffingtonpost.com/entry/apple-may-hav...,terrific,1
https://www.huffingtonpost.com/entry/drug-resistan...,terrific purchase,1
https://www.huffingtonpost.com/entry/if-you-see-a-...,just okay,0
https://www.theonion.com/giant-altoid-heading-towa...,nice product,1
https://www.huffingtonpost.com/entry/moana-box-off...,good quality product,1
https://www.huffingtonpost.com/entry/bud-selig-bas...,perfect product!,0
https://entertainment.theonion.com/robin-williams-...,must buy!,1
https://www.huffingtonpost.com/entry/devin-nunes-v...,perfect product!,1
https://www.huffingtonpost.com/entry/scott-longert...,bad quality,1
https://local.theonion.com/rescuers-heroically-hel...,mind-blowing purchase,1
https://www.huffingtonpost.com/entry/medical-worke...,worth the money,1
https://www.huffingtonpost.com/entry/give-the-gift...,worst experience ever!,neutral
https://www.theonion.com/christian-bale-visits-sik...,really nice,1
https://www.huffingtonpost.com/entry/sean-spicer-m...,fabulous!,1
https://www.theonion.com/right-to-live-life-in-com...,highly recommended,1
https://www.theonion.com/nasa-now-almost-1-...,fabulous!,1
https://local.theonion.com/monster-undeterred-by-n...,good quality product,1
https://www.huffingtonpost.com/entry/diy-sports-eq...,great product,1
https://www.huffingtonpost.com/entry/nyc-concert-s...,really nice,1
https://local.theonion.com/longtime-teacher-retire...,wonderful,1
https://www.huffingtonpost.com/entry/donald-trump-...,just wow!,1
https://www.huffingtonpost.comhttp://www.wsj.com/a...,good quality product,1
https://entertainment.theonion.com/new-star-wars-f...,just okay,0
https://local.theonion.com/bats-shooed-out-of-nati...,super!,1
https://www.theonion.com/mobile-news-crew-reports-...,nice,1
https://www.huffingtonpost.com/entry/syria-humanit...,fabulous!,1
https://www.huffingtonpost.com/entry/track-santa-o...,worthless,0
https://politics.theonion.com/obama-has-colorado-a...,worth every penny,1
https://entertainment.theonion.com/trouble-again-i...,worth the money,1
https://www.theonion.com/brita-unveils-new-in-thro...,absolute rubbish!,1
https://entertainment.theonion.com/report-john-gri...,super!,1
https://www.theonion.com/ghost-cant-make-a-simple-...,very good,1
https://local.theonion.com/tupperware-will-never-t...,really nice,1
https://www.huffingtonpost.com/entry/one-of-the-pl...,just okay,neutral
https://www.huffingtonpost.com/entry/draymond-gree...,terrific purchase,1
https://local.theonion.com/area-woman-said-sorry-1...,mind-blowing purchase,1
https://www.huffingtonpost.com/entry/ryan-lochte-a...,highly recommended,1
https://www.theonion.com/north-dakota-not-heard-fr...,very poor,0
https://www.huffingtonpost.com/entry/4-lessons-pri...,mind-blowing purchase,1
https://www.theonion.com/sick-fucks-line-up-to-gap...,terrific purchase,1
https://www.huffingtonpost.com/entry/muslim-frater...,best in the market!,1
https://www.huffingtonpost.com/entry/the-vicious-k...,excellent,1
https://www.huffingtonpost.com/entry/peter-defazio...,delightful,1
https://www.theonion.com/breast-implants-found-to-...,wonderful,1
https://www.huffingtonpost.com/entry/trump-strikes...,great product,1
https://www.theonion.com/ceos-funeral-a-networking...,worst experience ever!,1
https://www.huffingtonpost.com/entry/year-round-sc...,terrific,1
https://www.huffingtonpost.com/entry/zen-teachers-...,value-for-money,1
https://www.huffingtonpost.com/entry/substantiated...,fabulous!,1
https://www.theonion.com/sonny-bono-foundation-pre...,good choice,1
https://www.huffingtonpost.com/entry/pope-francis-...,must buy!,1
https://local.theonion.com/6-year-old-cries-when-t...,good quality product,1
https://local.theonion.com/ex-boyfriend-just-thoug...,wonderful,1
https://entertainment.theonion.com/doctors-restore...,very good,1
https://www.huffingtonpost.com/entry/t-pga-awards-...,excellent,1
https://www.huffingtonpost.com/entry/lgbq-sports-p...,very poor,0
https://www.huffingtonpost.com/entry/john-oliver-t...,mind-blowing purchase,1
https://www.huffingtonpost.com/entry/jason-chaffet...,classy product,1
https://www.theonion.com/i-must-make-sure-you-have...,wonderful,1
https://local.theonion.com/man-visiting-hometown-a...,worst experience ever!,0
https://www.huffingtonpost.com/entry/bug-james-rod...,just wow!,1
https://www.theonion.com/clinton-becomes-first-pre...,nice,0
https://www.theonion.com/hunter-s-thompson-shoots-...,absolute rubbish!,0
https://www.huffingtonpost.com/entry/inhofe-barbra...,decent product,neutral
https://www.huffingtonpost.com/entry/questions-i-w...,mind-blowing purchase,1
https://www.huffingtonpost.com/entry/albuquerque-s...,hated it!,0
https://www.huffingtonpost.com/entry/an-adventure-...,useless product,1
https://www.huffingtonpost.com/entry/watch-demi-lo...,wonderful,1
https://www.huffingtonpost.com/entry/miley-cyrus-l...,awesome,1
https://www.theonion.com/jealous-gps-clearly-wants...,super!,1
https://www.huffingtonpost.com/entry/natalie-moral...,good quality product,1
https://www.huffingtonpost.com/entry/our-top-italy...,fair,neutral
https://www.huffingtonpost.com/entry/cindy-crawfor...,worth the money,1
https://sports.theonion.com/l-a-grants-clippers-12...,good choice,1
https://www.huffingtonpost.com/entry/david-beckham...,good,1
https://www.theonion.com/cafe-adds-heartbreaking-l...,simply awesome,1
https://www.huffingtonpost.com/entry/mcdonalds-vow...,value-for-money,1
https://www.huffingtonpost.com/entry/kris-jenner-t...,absolute rubbish!,0
https://www.theonion.com/whale-regrets-eating-290-...,unsatisfactory,0
https://www.huffingtonpost.com/entry/texas-ebola-p...,good quality product,1
https://local.theonion.com/is-it-too-late-to-audit...,mind-blowing purchase,1
https://entertainment.theonion.com/robert-de-niro-...,awesome,1
https://www.huffingtonpost.com/entry/scott-pruitt-...,terrific,1
https://www.huffingtonpost.com/entry/father-son-ur...,nice,0
https://local.theonion.com/just-take-it-slow-and-y...,wonderful,1
https://www.huffingtonpost.com/entry/philadelphia-...,terrible product,neutral
https://www.huffingtonpost.com/entry/air-force-oat...,super!,1
https://entertainment.theonion.com/paul-newman-die...,best in the market!,1
https://www.theonion.com/yak-chews-thoughtfully-18...,good choice,1
https://local.theonion.com/man-worried-about-drug-...,terrific purchase,1
https://local.theonion.com/dad-recommends-hotel-10...,super!,1
https://www.huffingtonpost.com/entry/paris-buildin...,good choice,1
https://www.huffingtonpost.com/entry/source-of-don...,best in the market!,1
https://www.huffingtonpost.com/entry/bernie-sander...,not recommended at all,0
https://www.huffingtonpost.com/entry/seattle-mayor...,awesome,1
https://local.theonion.com/southern-comfort-comfor...,terrific,1
https://www.huffingtonpost.com/entry/sweden-fox-ne...,delightful,1
https://www.huffingtonpost.com/entry/chromat-plus-...,very good,1
https://www.huffingtonpost.comhttp://www.baltimore...,perfect product!,1
https://www.huffingtonpost.com/entry/10-qualities-...,perfect product!,1
https://entertainment.theonion.com/chubby-jewish-b...,super!,1
https://www.huffingtonpost.com/entry/the-only-pare...,hated it!,0
https://local.theonion.com/family-chooses-differen...,decent product,neutral
https://www.huffingtonpost.com/entry/celebrities-f...,terrific,1
https://www.huffingtonpost.com/entry/international...,excellent,1
https://www.huffingtonpost.com/entry/michelle-phan...,terrific,1
https://www.huffingtonpost.com/entry/caitlyn-jenne...,simply awesome,1
https://www.huffingtonpost.com/entry/joy-behar-res...,brilliant,1
https://www.huffingtonpost.com/entry/6-things-no-o...,classy product,1
https://local.theonion.com/fan-disappointed-to-lea...,wonderful,1
https://local.theonion.com/marriage-breaks-up-over...,best in the market!,1
https://www.huffingtonpost.com/entry/ne-yo-investm...,best in the market!,1
https://www.huffingtonpost.com/entry/elizabeth-war...,best in the market!,1
https://www.huffingtonpost.com/entry/baltimore-bus...,did not meet expectations,0
https://www.theonion.com/fox-news-problem-solvers-...,wonderful,1
https://www.huffingtonpost.com/entry/kim-gordon-la...,classy product,1
https://www.theonion.com/bashar-al-assad-tries-tin...,just wow!,1
https://www.huffingtonpost.com/entry/my-niece-has-...,terrific,1
https://www.huffingtonpost.com/entry/stephanie-sey...,very good,1
https://www.huffingtonpost.com/entry/scoliosis-wha...,fabulous!,1
https://www.huffingtonpost.com/entry/controversy-e...,simply awesome,1
https://www.theonion.com/teacher-bitches-about-pay...,delightful,1
https://www.theonion.com/area-insurance-salesman-c...,value-for-money,1
https://www.theonion.com/friends-always-on-best-be...,very poor,0
https://entertainment.theonion.com/man-vows-never-...,nice product,1
https://www.theonion.com/biologists-announce-they-...,terrific,1
https://www.huffingtonpost.comhttps://www.washingt...,value-for-money,1
https://www.huffingtonpost.com/entry/the-secret-be...,wonderful,1
https://www.huffingtonpost.com/entry/creating-leve...,decent product,1
https://entertainment.theonion.com/new-movie-taps-...,must buy!,1
https://www.theonion.com/newspaper-starting-to-wor...,mind-blowing purchase,1
https://www.huffingtonpost.com/entry/the-lawsuit-a...,super!,1
https://www.theonion.com/vatican-putting-out-feele...,highly recommended,1
https://www.huffingtonpost.comhttp://baltimore.cbs...,super!,1
https://www.huffingtonpost.com/entry/merrick-garla...,excellent,1
https://www.huffingtonpost.com/entry/alonzo-smith-...,good,1
https://www.huffingtonpost.com/entry/boehner-vows-...,horrible,0
https://politics.theonion.com/trump-makes-last-min...,fabulous!,1
https://www.huffingtonpost.com/entry/shishmaref-al...,perfect product!,1
https://www.theonion.com/all-of-child-s-fondest-me...,decent product,0
https://www.huffingtonpost.com/entry/the-worst-pla...,badly disappointed,0
https://www.huffingtonpost.com/entry/mom-25-years-...,fabulous!,1
https://www.huffingtonpost.comhttps://www.washingt...,good,neutral
https://www.huffingtonpost.com/entry/womens-march-...,perfect product!,1
https://www.huffingtonpost.com/entry/was-it-worth-...,terrible product,0
https://www.huffingtonpost.comhttp://www.politico....,unsatisfactory,0
https://www.huffingtonpost.com/entry/martin-shkrel...,fabulous!,1
https://www.theonion.com/man-failing-to-heed-harsh...,just wow!,1
https://entertainment.theonion.com/ken-burns-compl...,highly recommended,1
https://www.theonion.com/magic-markered-initials-f...,good quality product,1
https://www.huffingtonpost.com/entry/straight-outt...,just okay,0
https://www.huffingtonpost.com/entry/carly-rae-jep...,excellent,1
https://www.theonion.com/god-humbled-to-be-the-ans...,mind-blowing purchase,neutral
https://local.theonion.com/female-barista-getting-...,value-for-money,1
https://www.huffingtonpost.com/entry/konstanz-nigh...,worth every penny,1
https://www.theonion.com/couple-at-point-where-the...,brilliant,1
https://www.huffingtonpost.com/entry/cougar-p-23-k...,wonderful,1
https://www.huffingtonpost.com/entry/noah-cyrus-ha...,terrific purchase,1
https://politics.theonion.com/scalia-goes-on-abort...,unsatisfactory,1
https://www.theonion.com/campbells-unveils-one-big...,value-for-money,1
https://local.theonion.com/is-area-man-going-to-fi...,not good,0
https://www.huffingtonpost.com/entry/taylor-swift-...,excellent,1
https://local.theonion.com/restaurant-s-eating-cha...,nice,1
https://local.theonion.com/fun-sticker-placed-on-c...,just wow!,1
https://www.huffingtonpost.com/entry/the-best-way-...,wonderful,1
https://www.theonion.com/that-one-mcdonalds-plate-...,brilliant,1
https://www.huffingtonpost.com/entry/an-open-lette...,best in the market!,1
https://www.theonion.com/modern-day-lancelot-offer...,very good,1
https://www.theonion.com/united-airlines-offering-...,worth the money,1
https://www.theonion.com/sun-thinking-of-just-coll...,must buy!,1
https://www.huffingtonpost.com/entry/clarence-thom...,wonderful,1
https://politics.theonion.com/trump-retweets-video...,utterly disappointed,0
https://local.theonion.com/long-silent-facebook-fr...,really nice,1
https://www.theonion.com/struggling-airline-helped...,mind-blowing purchase,1
https://www.huffingtonpost.com/entry/how-to-breaku...,pretty good,1
https://www.huffingtonpost.com/entry/malcolm-in-th...,awesome,1
https://www.huffingtonpost.com/entry/using-the-uni...,terrible product,0
https://local.theonion.com/unemployed-sibling-make...,does the job,0
https://www.theonion.com/3822-voted-americas-favor...,excellent,1
https://www.huffingtonpost.com/entry/thank-a-teach...,decent product,0
https://www.huffingtonpost.com/entry/a-toe-in-the-...,did not meet expectations,0
https://www.huffingtonpost.com/entry/it-will-never...,absolute rubbish!,0
https://www.theonion.com/mark-zuckerberg-cited-for...,mark zuckerberg cited for contempt of congress aft...,1
https://www.huffingtonpost.comhttp://pubx.co/ik1f4...,rubio supporters get in a scuffle with a 'rubiobot...,0
https://www.huffingtonpost.com/entry/the-music-of-...,the music of strangers: a film review by dr. lloyd...,0
https://www.theonion.com/dsm-5-updated-to-accommod...,'dsm-5' updated to accommodate man who is legitima...,1
https://www.theonion.com/purina-debuts-new-slovenl...,purina debuts new 'slovenly feast' for nasty-ass s...,1
https://www.huffingtonpost.com/entry/obama-darrell...,obama chides darrell issa for touting alliance wit...,0
https://www.huffingtonpost.com/entry/pope-francis-...,pope francis' iraq peace message meets the reality...,0
https://www.huffingtonpost.com/entry/ant-man-and-t...,'ant-man and the wasp' trailer brings the fun afte...,0
https://www.theonion.com/frontier-airlines-tells-c...,frontier airlines tells customers to just fucking ...,1
https://www.huffingtonpost.com/entry/moses-and-the...,moses and the red sea,0
https://www.theonion.com/everyone-forgets-to-bring...,everyone forgets to bring swimsuits to coworker's ...,1
https://www.huffingtonpost.com/entry/george-takei-...,george takei accused of groping former male model ...,0
https://www.theonion.com/new-york-times-adds-color...,new york times adds color to target under-70 demog...,1
https://www.huffingtonpost.com/entry/the-hollywood...,the hollywood boys' club that supports casey affle...,0
https://www.huffingtonpost.com/entry/3-myths-about...,3 myths about low libido,0
https://www.theonion.com/girl-scouts-rocked-by-coo...,girl scouts rocked by 'cookies for cash' fundraisi...,1
https://local.theonion.com/christian-juggler-regre...,christian juggler regrets years wasted as secular ...,1
https://www.huffingtonpost.com/entry/huffpollster-...,"huffpollster: americans see progress, room for imp...",0
https://www.huffingtonpost.com/entry/world-will-mi...,world will miss goal for universal education by 50...,0
https://www.huffingtonpost.com/entry/jennifer-lope...,jennifer lopez's name is jennifer lopez again,0
https://www.huffingtonpost.com/entry/how-to-rebuil...,how to rebuild your credit after bankruptcy -- fas...,0
https://www.huffingtonpost.com/entry/google-timela...,discover how climate change is rapidly transformin...,0
https://local.theonion.com/man-who-does-everything...,man who does everything at last minute wonders how...,1
https://www.huffingtonpost.com/entry/voting-lines-...,voting lines are shorter � but mostly for whites,0
https://entertainment.theonion.com/conrad-bain-ste...,conrad bain steps down as national kitsch-referenc...,1
https://www.huffingtonpost.com/entry/amanda-slavin...,amanda slavin: not just a statistic,0
https://www.huffingtonpost.com/entry/laurie-hernan...,laurie hernandez and val chmerkovskiy are already ...,0
https://www.huffingtonpost.com/entry/hurricane-mat...,new photos show hurricane matthew's path of destru...,0
https://www.huffingtonpost.com/entry/florida-child...,florida lawmakers vote to ban marriage under the a...,0
https://www.theonion.com/nasa-inadvertently-launch...,nasa inadvertently launches unmanned space shuttle,1
https://www.huffingtonpost.com/entry/nick-viall-ba...,nick viall is no longer a 'bachelor',0
https://www.huffingtonpost.com/entry/why-america-d...,why america demonizes its teachers,0
https://www.theonion.com/new-instant-lottery-game-...,new instant lottery game features three ways to wi...,1
https://www.theonion.com/podcast-a-cry-for-help-18...,podcast a cry for help,1
https://www.huffingtonpost.com/entry/peter-soms-mi...,fashion designer peter som's legendary minestrone ...,0
https://www.huffingtonpost.com/entry/lola-flash-ph...,photography series spotlighting iconic women over ...,0
https://entertainment.theonion.com/clairvoyant-vin...,clairvoyant vince vaughn accepts movie role before...,1
https://www.huffingtonpost.com/entry/kenan-thompso...,report kenan thompson is leaving 'snl' deemed 'ina...,0
https://www.huffingtonpost.com/entry/jill-roy-butt...,"woman hid heroin, oxy under fake butt, cops say",0
https://www.huffingtonpost.com/entry/dont-cry-for-...,'don't cry for me',0
https://www.huffingtonpost.com/entry/isis-and-the-...,isis and the g-41 world,0
https://politics.theonion.com/melania-trump-hangs-...,melania trump hangs decayed badger carcass over wh...,1
https://entertainment.theonion.com/woman-who-admit...,woman who admits to having watched golden globes t...,1
https://www.huffingtonpost.com/entry/trump-attacks...,sarah huckabee sanders defends trump's sexist atta...,0
https://www.huffingtonpost.com/entry/villa-carlott...,"saying goodbye to hollywood's hottest, seediest ad...",0
https://politics.theonion.com/bush-increasingly-fo...,bush increasingly focused on how revisionist histo...,1
https://www.huffingtonpost.com/entry/11-years-late...,11 years later: the human genome paves the way for...,0
https://www.huffingtonpost.com/entry/nigeria-boko-...,man claiming to be boko haram leader appears in ne...,0
https://www.huffingtonpost.com/entry/how-do-i-live...,how do i live knowing proof of heaven?,0
https://www.huffingtonpost.com/entry/on-pilgrimage...,on pilgrimage in india,0
https://www.huffingtonpost.com/entry/will-religiou...,will religious freedom advocates oppose roy moore?,0
https://www.huffingtonpost.com/entry/uaw-fca-negot...,"uaw, fca still negotiating under 'hour-by-hour' co...",0
https://www.huffingtonpost.com/entry/if-bernie-san...,if bernie sanders wanted to solve problems like do...,0
https://www.huffingtonpost.com/entry/there-is-no-r...,"there is no right way, just write",0
https://local.theonion.com/rest-of-evening-spent-d...,rest of evening spent declaring asshole not going ...,1
https://www.huffingtonpost.com/entry/north-carolin...,north carolina doesn't seem to want people to see ...,0
https://www.huffingtonpost.com/entry/transgender-s...,the education department officially won't deal wit...,0
https://www.huffingtonpost.com/entry/why-we-wont-b...,why we won't be participating in black friday,0
https://politics.theonion.com/hooded-members-of-co...,hooded members of congress drown another love chil...,1
https://www.huffingtonpost.com/entry/merkel-isis_n...,merkel: isis poses major risk to europe,0
https://www.theonion.com/alcoholic-kindergarten-te...,alcoholic kindergarten teacher stretches naptime t...,1
https://local.theonion.com/report-store-out-of-goo...,report: store out of good kind,1
https://www.huffingtonpost.com/entry/devastating-f...,devastating floods leave 23 dead in west virginia,0
https://www.huffingtonpost.com/entry/obamas-grace-...,obama's greatest oratory performance,0
https://local.theonion.com/grandmother-palms-grand...,grandmother palms grandson $10 like she fixing box...,1
https://www.theonion.com/bumper-nilla-crop-spells-...,bumper nilla crop spells profit for wafer growers,1
https://www.huffingtonpost.com/entry/6-summer-sala...,6 summer salads you'll actually crave,0
https://www.huffingtonpost.com/entry/the-black-key...,the black keys new album 'turn blue' is now availa...,0
https://www.huffingtonpost.com/entry/isis-vs-isil-...,isis vs isil -- what's in a name?,0
https://www.theonion.com/national-trust-for-histor...,national trust for historic preservation to pay fo...,1
https://local.theonion.com/list-of-names-on-gchat-...,list of names on gchat sidebar like a portal into ...,1
https://www.huffingtonpost.com/entry/tomi-lahren-s...,tomi lahren is suing glenn beck and theblaze,0
https://www.huffingtonpost.com/entry/greg-hardy-un...,greg hardy unapologetically denies domestic abuse ...,0
https://www.huffingtonpost.com/entry/tunisia-hotel...,tourists describe scenes of horror in tunisian bea...,0
https://www.huffingtonpost.com/entry/trump-voters-...,trump voters blink,0
https://www.huffingtonpost.com/entry/ahs-pregnant-...,photos from 'ahs' set may help explain all those c...,0
https://www.theonion.com/study-more-couples-delayi...,study: more couples delaying divorce until kids ol...,1
https://www.theonion.com/never-before-heard-buzzwo...,never-before-heard buzzword flying around office c...,1
https://local.theonion.com/man-not-certain-what-an...,man not certain what any of his coworkers' names a...,1
https://www.huffingtonpost.com/entry/smartphone-wa...,psychologists push for smartphone warning labels,0
https://politics.theonion.com/clinton-receives-400...,"clinton receives 400,000 honorary degrees for coll...",1
https://local.theonion.com/scavenger-hunt-party-no...,scavenger-hunt party 'not leaving without twine',1
https://www.huffingtonpost.com/entry/republican-ob...,the republican obamacare dilemma in one 6-minute v...,0
https://www.huffingtonpost.com/entry/rohingya-mass...,mass graves suggest systematic killing of rohingya...,0
https://www.theonion.com/final-german-u-boat-surre...,final german u-boat surrenders to allied powers,1
https://www.huffingtonpost.com/entry/private-priso...,private prison companies will still lock up immigr...,0
https://www.theonion.com/woman-s-head-feared-lost-...,woman's head feared lost forever inside infinity s...,1
https://local.theonion.com/fed-up-brookstone-body-...,fed-up brookstone body-massage chair now only ente...,1
https://politics.theonion.com/trump-asks-entire-se...,trump asks entire senate to clear out of chamber s...,1
https://www.huffingtonpost.com/entry/john-perry-ba...,"grateful dead lyricist, internet pioneer john perr...",0
https://www.theonion.com/new-report-finds-american...,new report finds americans most interested in scie...,1
https://www.theonion.com/new-york-times-moves-all-...,'new york times' moves all content you won't give ...,1
https://www.huffingtonpost.com/entry/philippines-p...,philippines president calls on civilians to kill d...,0
https://www.huffingtonpost.com/entry/woman-breaks-...,woman perfectly breaks down why she's not 'just' a...,0
https://www.theonion.com/chicago-police-department...,chicago police department to monitor all interacti...,1
https://www.huffingtonpost.com/entry/davos-meditat...,"amid the chattering of the global elite, a silent ...",0
https://www.huffingtonpost.com/entry/scott-pruitt-...,at least 23 ethical issues are dogging epa adminis...,0
https://www.huffingtonpost.com/entry/wont-ask-dont...,"won't ask, don't tell",0
https://local.theonion.com/weird-black-dot-actuall...,weird black dot actually part of bowl,1
